PRISM Time Series Data
Location:  Lat: 44.8983   Lon: -89.7591   Elev: 1243ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2009-01-01 - 2020-12-01
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2023-Apr-11
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2016-01-19,0.00,-14.6,-7.5,-0.5,-13.5,0.17,0.61
2016-01-20,0.00,-10.6,0.3,11.2,-3.2,0.19,1.08
2016-01-21,0.00,8.3,13.6,18.8,8.0,0.30,1.39
2016-01-22,0.00,18.7,20.1,21.6,15.3,0.31,0.97
2016-01-23,0.00,4.8,15.8,26.9,11.6,0.24,1.91
2016-01-24,0.00,3.1,15.3,27.5,15.1,0.11,1.82
2016-01-25,0.00,20.9,23.6,26.3,21.6,0.18,0.87
2016-01-26,0.14,23.4,25.6,27.9,24.9,0.12,0.52
2016-01-27,0.00,19.0,23.7,28.3,19.3,0.51,1.61
2016-01-28,0.02,16.4,26.0,35.7,23.6,0.32,1.88
2016-01-29,0.00,1.3,16.7,32.2,12.1,0.22,1.93
2016-01-30,0.01,1.7,16.2,30.8,12.7,0.21,1.78
2016-01-31,0.02,31.5,36.3,41.1,30.4,0.34,3.41
2016-02-01,0.04,24.6,31.3,37.9,28.9,0.23,2.03
2016-02-02,0.00,17.1,26.3,35.4,22.2,0.17,2.34
2016-02-03,0.39,22.5,26.1,29.7,26.1,0.18,0.65
2016-02-04,0.00,7.5,18.0,28.5,15.6,0.27,1.43
2016-02-05,0.00,3.9,13.1,22.4,11.3,0.17,1.61
2016-02-06,0.00,9.7,17.8,25.8,13.7,0.25,2.09
2016-02-07,0.01,23.6,27.8,32.1,24.0,0.33,1.91
2016-02-08,0.02,22.0,30.0,37.9,26.8,0.32,2.55
2016-02-09,0.05,8.1,16.6,25.2,11.2,0.40,1.50
2016-02-10,0.00,6.1,11.0,15.9,1.6,0.48,1.31
2016-02-11,0.00,-4.2,4.2,12.6,-4.7,0.25,1.43
2016-02-12,0.00,-5.0,4.8,14.6,-2.0,0.24,1.66
2016-02-13,0.00,-8.1,1.1,10.3,-10.4,0.34,1.30
2016-02-14,0.00,-12.3,-1.9,8.5,-13.1,0.22,1.22
2016-02-15,0.02,-8.9,4.7,18.4,4.7,0.19,1.92
2016-02-16,0.00,14.0,18.6,23.3,17.0,0.18,0.97
2016-02-17,0.05,4.2,18.2,32.2,15.8,0.18,2.12
2016-02-18,0.00,4.2,14.6,25.0,4.3,0.29,2.73
2016-02-19,0.00,12.3,24.1,35.8,24.1,0.40,2.06
2016-02-20,0.02,33.7,37.3,40.9,33.4,0.40,2.24
2016-02-21,0.00,28.8,34.3,39.8,30.9,0.43,2.23
2016-02-22,0.00,26.1,30.7,35.3,24.9,0.47,2.35
2016-02-23,0.00,20.9,26.7,32.4,21.2,0.20,2.41
2016-02-24,0.06,21.0,27.0,32.9,26.9,0.13,1.25
2016-02-25,0.00,27.0,31.7,36.4,24.0,0.38,2.68
2016-02-26,0.00,17.5,23.9,30.2,15.4,0.61,2.60
2016-02-27,0.00,18.1,24.3,30.5,19.0,0.47,2.37
2016-02-28,0.00,29.8,41.8,53.9,28.5,0.69,9.23
2016-02-29,0.05,27.2,33.2,39.3,26.4,0.39,2.38
2016-03-01,0.00,14.8,23.9,33.0,3.9,1.11,3.00
2016-03-02,0.00,8.1,15.5,22.8,-0.5,0.74,2.80
2016-03-03,0.00,12.3,20.2,28.1,5.4,1.03,3.34
2016-03-04,0.00,15.9,23.8,31.8,11.0,0.58,3.76
2016-03-05,0.18,20.4,27.1,33.9,24.9,0.14,2.97
2016-03-06,0.00,28.9,31.0,33.0,26.3,0.27,1.65
2016-03-07,0.00,29.5,38.2,47.0,31.4,0.42,5.05
2016-03-08,0.01,38.7,49.8,60.9,41.1,0.62,9.49
2016-03-09,0.06,41.2,50.6,60.0,48.7,0.31,3.83
2016-03-10,0.00,36.8,39.5,42.2,37.2,0.29,1.35
2016-03-11,0.00,25.2,34.3,43.4,31.0,0.21,2.82
2016-03-12,0.00,26.1,40.4,54.7,34.4,0.20,7.69
2016-03-13,0.01,39.4,53.1,66.8,37.3,0.89,14.85
2016-03-14,0.05,36.8,44.0,51.1,38.3,0.16,4.93
2016-03-15,0.00,37.4,45.9,54.3,43.4,0.25,4.31
2016-03-16,2.09,39.0,45.9,52.8,41.9,0.30,4.64
2016-03-17,0.54,33.2,35.2,37.3,32.6,0.20,0.88
2016-03-18,0.02,29.6,34.5,39.4,29.0,0.37,2.70
2016-03-19,0.00,26.9,31.8,36.7,24.4,0.88,2.73
2016-03-20,0.00,22.9,32.1,41.4,20.5,0.48,5.23
2016-03-21,0.00,24.1,33.5,43.0,18.9,0.77,5.93
2016-03-22,0.00,26.8,36.0,45.2,23.4,1.19,6.57
2016-03-23,0.00,30.5,41.4,52.3,29.5,1.04,7.40
2016-03-24,0.64,25.1,30.8,36.6,21.1,0.36,4.45
2016-03-25,0.11,13.4,25.5,37.6,19.7,0.23,3.71
2016-03-26,0.00,15.0,29.0,43.0,24.0,0.34,5.37
2016-03-27,0.11,33.5,41.9,50.3,34.3,0.33,6.37
2016-03-28,0.00,31.9,37.6,43.4,34.9,0.45,2.06
2016-03-29,0.00,31.6,42.2,52.8,27.0,0.92,8.99
2016-03-30,0.16,33.4,46.7,60.0,32.3,0.92,11.95
2016-03-31,0.38,38.4,41.0,43.6,39.6,0.37,1.39
2016-04-01,0.19,28.5,34.1,39.7,33.0,0.19,1.10
2016-04-02,0.10,25.6,32.1,38.5,23.8,0.23,3.47
2016-04-03,0.09,20.7,25.7,30.6,14.7,0.47,2.88
2016-04-04,0.00,24.5,34.5,44.4,21.5,1.13,5.13
2016-04-05,0.00,20.1,27.8,35.5,13.7,0.46,4.72
2016-04-06,0.30,24.5,32.7,40.9,26.2,0.29,4.84
2016-04-07,0.11,30.9,34.9,38.8,31.5,0.25,1.59
2016-04-08,0.14,29.3,33.3,37.3,25.1,0.35,3.36
2016-04-09,0.04,15.9,23.4,31.0,16.5,0.52,2.42
2016-04-10,0.00,18.6,26.2,33.8,14.6,0.91,4.04
2016-04-11,0.00,31.6,43.2,54.7,27.6,1.85,8.37
2016-04-12,0.00,25.0,31.2,37.5,17.9,1.20,4.30
2016-04-13,0.11,28.8,38.2,47.6,22.9,0.49,8.11
2016-04-14,0.00,33.6,41.5,49.4,31.9,0.63,5.72
2016-04-15,0.00,37.5,51.7,65.9,31.3,1.65,15.60
2016-04-16,0.00,40.9,55.5,70.0,32.5,3.04,18.97
2016-04-17,0.00,47.3,62.1,77.0,38.6,4.66,22.95
2016-04-18,0.00,49.4,64.4,79.4,41.9,3.17,25.52
2016-04-19,0.05,43.5,62.0,80.4,41.6,1.84,26.84
2016-04-20,0.00,43.0,48.5,54.1,37.0,1.61,6.96
2016-04-21,0.02,48.1,56.3,64.5,40.3,2.10,12.14
2016-04-22,0.03,39.8,54.7,69.5,45.3,1.03,13.70
2016-04-23,0.00,34.4,47.0,59.6,33.0,0.94,11.26
2016-04-24,0.09,38.6,50.2,61.8,34.4,1.75,11.46
2016-04-25,0.89,41.5,44.0,46.5,42.0,0.34,1.16
2016-04-26,0.08,36.2,42.6,48.9,39.9,0.33,1.81
2016-04-27,0.00,32.4,40.8,49.1,30.1,0.62,5.11
2016-04-28,0.00,37.9,46.0,54.0,19.7,3.82,10.48
2016-04-29,0.15,37.3,41.4,45.5,31.8,0.49,5.87
2016-04-30,0.00,36.8,46.3,55.8,33.3,1.04,8.89
2016-05-01,0.01,42.0,48.8,55.6,32.2,2.82,9.25
2016-05-02,0.00,34.9,48.3,61.6,32.5,0.67,13.03
2016-05-03,0.00,41.5,52.7,63.9,33.4,2.31,14.27
2016-05-04,0.15,39.4,53.8,68.2,38.2,0.38,17.42
2016-05-05,0.00,34.4,46.3,58.1,31.0,0.97,11.08
2016-05-06,0.00,42.3,54.4,66.6,36.3,2.51,15.87
2016-05-07,0.09,50.9,69.2,87.5,45.2,1.39,36.15
2016-05-08,0.00,42.4,54.7,66.9,31.9,2.72,17.50
2016-05-09,0.00,42.1,55.6,69.0,31.2,2.73,19.37
2016-05-10,0.00,46.5,56.1,65.8,34.1,2.41,14.84
2016-05-11,0.25,45.3,47.3,49.3,42.6,0.63,3.14
2016-05-12,0.26,48.4,51.9,55.4,50.8,0.25,2.28
2016-05-13,0.00,45.2,54.0,62.8,45.4,1.02,8.60
2016-05-14,0.05,33.8,41.9,50.0,35.6,0.76,4.35
2016-05-15,0.00,28.4,34.8,41.2,22.8,1.18,4.72
2016-05-16,0.00,34.6,46.0,57.4,28.6,1.72,11.21
2016-05-17,0.00,34.8,48.9,63.0,31.0,1.39,13.68
2016-05-18,0.00,35.8,49.5,63.1,29.9,1.08,14.74
2016-05-19,0.00,38.8,53.2,67.5,32.4,1.02,17.37
2016-05-20,0.00,43.1,57.3,71.5,36.6,1.64,19.47
2016-05-21,0.00,46.1,60.6,75.1,38.6,1.59,22.91
2016-05-22,0.00,48.5,64.1,79.6,42.1,1.61,26.75
2016-05-23,0.00,56.3,69.7,83.1,45.3,4.36,29.67
2016-05-24,0.02,58.8,71.4,83.9,47.7,2.83,30.52
2016-05-25,0.01,55.5,67.7,80.0,56.9,0.83,19.76
2016-05-26,0.70,60.2,68.3,76.5,60.4,0.32,13.49
2016-05-27,0.20,55.8,66.9,77.9,58.3,0.48,16.55
2016-05-28,0.31,64.0,68.8,73.6,63.3,0.81,10.16
2016-05-29,0.27,62.9,70.6,78.3,62.9,0.90,14.68
2016-05-30,0.19,55.2,64.5,73.8,57.1,0.67,12.31
2016-05-31,0.00,57.0,68.1,79.2,51.5,1.87,22.89
2016-06-01,0.30,57.9,65.5,73.0,57.6,0.63,12.11
2016-06-02,0.00,51.6,63.3,75.1,52.0,1.09,17.28
2016-06-03,0.00,44.8,55.6,66.5,48.7,0.25,10.17
2016-06-04,1.63,55.4,65.8,76.2,56.7,0.23,15.33
2016-06-05,0.03,56.6,63.8,71.1,57.0,0.62,10.14
2016-06-06,0.16,53.3,64.0,74.6,51.5,1.64,15.79
2016-06-07,0.06,49.3,58.7,68.1,48.2,1.43,11.90
2016-06-08,0.00,42.6,54.6,66.6,41.6,1.16,14.25
2016-06-09,0.00,51.5,60.8,70.1,42.6,2.14,16.79
2016-06-10,0.00,58.4,67.9,77.5,56.7,1.89,15.71
2016-06-11,0.02,62.8,75.7,88.5,65.4,1.30,21.40
2016-06-12,0.00,55.6,72.3,89.0,55.6,3.38,33.06
2016-06-13,0.30,51.9,63.9,75.8,46.3,1.20,20.70
2016-06-14,0.44,51.6,60.5,69.4,55.6,0.68,7.59
2016-06-15,0.72,60.7,68.7,76.8,59.6,1.03,12.70
2016-06-16,0.11,58.5,69.2,79.8,62.0,1.06,13.54
2016-06-17,0.00,56.0,65.7,75.3,57.1,0.21,13.35
2016-06-18,0.00,59.7,71.0,82.3,58.7,1.07,21.49
2016-06-19,0.00,61.2,72.8,84.3,62.0,1.16,20.75
2016-06-20,0.07,69.0,77.4,85.8,61.9,2.14,24.75
2016-06-21,0.00,54.6,66.4,78.2,49.3,3.25,21.73
2016-06-22,0.00,53.5,65.9,78.3,49.2,1.27,22.21
2016-06-23,0.58,55.2,66.8,78.4,55.3,0.45,18.09
2016-06-24,0.02,54.1,63.4,72.7,55.3,0.52,13.28
2016-06-25,0.00,62.7,71.4,80.1,56.2,1.54,22.74
2016-06-26,0.79,68.0,77.9,87.8,68.4,0.25,20.56
2016-06-27,0.00,63.0,72.9,82.7,56.7,1.00,24.47
2016-06-28,0.00,53.5,61.6,69.6,51.8,2.24,10.02
2016-06-29,0.00,50.7,62.1,73.5,47.7,1.25,17.70
2016-06-30,0.00,52.6,64.0,75.3,51.1,0.56,18.33
2016-07-01,0.70,51.2,62.6,73.9,56.2,0.69,10.85
2016-07-02,0.00,50.3,61.4,72.5,48.3,0.51,16.83
2016-07-03,0.00,51.4,63.4,75.4,50.6,0.49,18.36
2016-07-04,0.00,51.8,64.6,77.5,52.5,0.82,19.23
2016-07-05,0.00,59.6,68.1,76.6,58.9,0.81,15.48
2016-07-06,0.56,63.8,74.5,85.2,66.2,0.67,18.77
2016-07-07,0.00,63.7,73.3,82.9,63.6,0.91,18.18
2016-07-08,0.20,64.3,69.6,74.9,65.9,0.42,6.78
2016-07-09,0.14,55.3,64.6,73.9,59.0,0.60,10.40
2016-07-10,0.00,56.8,67.3,77.8,55.5,1.01,18.36
2016-07-11,0.07,61.7,67.3,73.0,63.5,0.94,7.23
2016-07-12,0.27,62.6,75.2,87.9,69.6,0.37,19.12
2016-07-13,0.00,64.6,73.4,82.3,63.6,1.11,17.71
2016-07-14,0.00,63.8,74.4,84.9,62.2,3.33,22.28
2016-07-15,0.22,56.9,64.3,71.8,58.4,0.35,9.02
2016-07-16,0.00,51.8,61.4,71.0,52.8,0.19,13.00
2016-07-17,0.16,60.4,68.7,76.9,57.1,0.88,16.57
2016-07-18,0.30,60.3,71.3,82.2,62.6,0.35,16.32
2016-07-19,0.00,58.8,70.2,81.6,59.4,0.70,20.11
2016-07-20,0.00,63.7,73.5,83.4,63.0,0.71,20.32
2016-07-21,0.03,70.8,77.1,83.4,70.9,1.17,13.00
2016-07-22,0.43,65.1,74.7,84.2,69.2,0.22,10.95
2016-07-23,0.00,64.6,77.3,90.0,65.4,0.62,30.61
2016-07-24,0.13,69.2,76.7,84.2,68.2,0.42,18.89
2016-07-25,0.01,63.4,73.7,84.0,66.0,0.48,18.94
2016-07-26,0.00,60.3,71.1,81.9,60.3,0.64,20.56
2016-07-27,0.00,65.2,76.0,86.7,65.0,0.96,23.02
2016-07-28,1.31,60.4,69.6,78.7,64.8,0.30,10.81
2016-07-29,0.50,57.4,62.4,67.5,58.5,0.61,4.74
2016-07-30,0.00,58.4,66.5,74.6,58.4,1.25,11.85
2016-07-31,0.00,53.8,65.8,77.9,56.0,0.56,17.06
2016-08-01,0.00,58.8,69.1,79.3,57.7,0.66,18.77
2016-08-02,0.00,62.2,71.7,81.2,62.0,0.64,17.72
2016-08-03,0.54,65.8,73.6,81.4,67.6,0.37,12.30
2016-08-04,0.00,69.2,78.5,87.7,70.0,0.29,20.80
2016-08-05,0.42,62.4,72.2,82.0,67.5,0.57,11.58
2016-08-06,0.00,57.2,66.9,76.5,58.5,0.82,13.96
2016-08-07,0.00,55.2,67.2,79.2,56.8,0.45,18.40
2016-08-08,0.00,54.6,66.4,78.2,56.2,0.42,18.61
2016-08-09,0.00,61.5,70.1,78.7,58.2,1.77,18.46
2016-08-10,0.00,66.7,74.1,81.5,66.9,0.46,14.30
2016-08-11,0.14,70.2,78.7,87.2,70.5,0.46,19.49
2016-08-12,0.55,67.0,74.6,82.1,69.0,0.51,12.77
2016-08-13,0.45,65.7,71.5,77.3,66.4,0.52,9.81
2016-08-14,0.07,58.3,67.9,77.4,61.7,0.38,13.36
2016-08-15,0.00,55.6,67.9,80.3,59.6,0.18,17.46
2016-08-16,0.00,59.8,70.0,80.1,60.3,0.37,19.59
2016-08-17,0.87,61.1,71.2,81.3,63.7,0.31,16.16
2016-08-18,0.00,60.0,71.1,82.3,62.3,0.33,19.18
2016-08-19,0.28,64.9,74.5,84.0,66.2,0.70,19.05
2016-08-20,0.60,64.3,70.6,76.9,65.0,0.17,11.31
2016-08-21,0.18,56.4,62.0,67.6,59.0,0.33,3.69
2016-08-22,0.00,48.0,58.8,69.5,50.6,0.11,13.03
2016-08-23,0.00,55.0,65.6,76.3,58.0,0.51,15.06
2016-08-24,0.47,64.1,72.1,80.0,63.1,0.34,15.60
2016-08-25,0.08,58.6,68.4,78.1,64.3,0.37,10.33
2016-08-26,0.00,53.4,65.3,77.2,56.0,0.55,15.97
2016-08-27,0.12,56.4,63.7,70.9,55.4,0.20,12.85
2016-08-28,0.00,58.1,62.0,65.8,60.8,0.10,4.48
2016-08-29,0.00,60.7,69.3,77.9,62.8,0.15,12.82
2016-08-30,0.00,64.6,73.4,82.2,68.2,0.20,12.42
2016-08-31,0.00,51.1,66.3,81.5,58.4,0.55,17.71
2016-09-01,0.00,53.2,63.9,74.5,52.7,0.59,16.01
2016-09-02,0.00,46.7,57.6,68.5,51.1,0.34,9.93
2016-09-03,0.00,47.3,60.2,73.1,51.0,0.32,14.97
2016-09-04,0.00,53.1,63.6,74.0,55.0,0.39,13.70
2016-09-05,0.00,58.5,67.5,76.4,57.7,1.29,15.44
2016-09-06,0.00,64.3,71.6,78.9,66.9,1.90,11.96
2016-09-07,1.19,66.4,73.1,79.9,68.2,0.14,9.69
2016-09-08,0.06,64.1,68.8,73.6,67.0,0.11,5.20
2016-09-09,0.00,51.5,63.9,76.2,56.2,0.10,16.91
2016-09-10,0.56,56.5,62.0,67.5,59.6,0.10,4.32
2016-09-11,0.07,44.8,55.8,66.8,50.8,0.09,9.13
2016-09-12,0.00,48.8,60.8,72.7,52.3,0.34,14.15
2016-09-13,0.22,55.9,66.4,76.8,58.0,0.49,16.40
2016-09-14,0.04,48.2,57.9,67.5,53.3,0.35,8.76
2016-09-15,0.00,47.6,58.0,68.4,48.2,0.09,13.41
2016-09-16,0.04,51.5,62.6,73.6,57.7,0.31,12.18
2016-09-17,0.28,58.2,64.9,71.6,61.3,0.16,6.68
2016-09-18,0.00,51.1,60.3,69.6,56.1,0.28,8.48
2016-09-19,0.00,53.4,64.5,75.6,56.9,0.44,14.80
2016-09-20,0.06,49.5,60.9,72.3,55.2,0.12,11.88
2016-09-21,0.13,51.6,64.5,77.5,56.2,0.08,18.57
2016-09-22,1.43,57.2,63.7,70.1,61.1,0.07,6.90
2016-09-23,0.01,56.6,63.7,70.8,59.5,0.37,6.40
2016-09-24,0.00,54.0,60.8,67.7,53.7,0.54,8.95
2016-09-25,0.00,54.7,61.5,68.3,55.2,0.52,9.22
2016-09-26,0.34,49.5,59.9,70.3,55.9,0.18,5.97
2016-09-27,0.00,49.6,54.8,60.0,41.3,2.55,9.62
2016-09-28,0.14,47.4,50.4,53.4,46.7,0.34,3.66
2016-09-29,0.00,46.9,54.4,62.0,48.7,0.33,7.59
2016-09-30,0.00,48.5,59.7,70.8,49.8,0.69,14.00
2016-10-01,0.00,51.2,59.7,68.1,52.2,0.49,11.12
2016-10-02,0.00,53.2,59.3,65.4,52.6,0.61,8.95
2016-10-03,0.00,45.4,58.0,70.7,47.4,0.26,15.51
2016-10-04,0.00,47.1,57.8,68.6,50.9,0.30,12.05
2016-10-05,0.00,54.2,59.9,65.5,56.0,0.35,5.71
2016-10-06,0.37,44.7,55.8,66.9,52.4,0.10,8.62
2016-10-07,0.33,45.2,57.6,69.9,56.8,0.08,10.48
2016-10-08,0.00,33.4,42.0,50.6,34.0,0.59,5.93
2016-10-09,0.00,32.8,42.3,51.7,32.5,0.25,6.83
2016-10-10,0.00,34.2,44.9,55.5,37.9,0.11,7.97
2016-10-11,0.04,42.8,55.9,69.1,47.8,0.23,13.77
2016-10-12,0.02,54.3,62.3,70.4,51.0,1.32,12.64
2016-10-13,0.31,32.0,42.7,53.4,37.3,0.29,2.65
2016-10-14,0.00,31.1,38.2,45.3,30.5,0.22,4.72
2016-10-15,0.00,34.0,45.9,57.8,41.8,0.40,8.55
2016-10-16,0.03,47.9,55.7,63.4,55.7,0.16,2.26
2016-10-17,0.11,46.4,58.2,70.0,49.9,0.08,15.76
2016-10-18,0.12,51.6,63.5,75.3,61.3,0.11,9.35
2016-10-19,0.00,41.9,53.3,64.7,44.4,0.25,11.18
2016-10-20,0.00,33.6,48.3,63.0,39.8,0.18,10.52
2016-10-21,0.00,34.4,40.3,46.3,31.4,0.60,4.89
2016-10-22,0.00,35.6,41.2,46.7,31.2,0.88,5.51
2016-10-23,0.00,33.2,45.5,57.7,36.7,0.10,7.96
2016-10-24,0.00,34.2,46.6,59.1,38.6,0.15,7.30
2016-10-25,0.00,29.8,40.9,52.0,30.0,0.37,7.62
2016-10-26,0.19,31.2,40.2,49.1,33.9,0.32,5.62
2016-10-27,0.33,36.8,38.5,40.1,37.4,0.14,0.79
2016-10-28,0.00,38.5,41.7,45.0,38.0,0.19,2.83
2016-10-29,0.00,42.4,49.9,57.5,49.9,0.17,3.05
2016-10-30,0.19,43.0,49.0,55.0,46.5,0.11,3.98
2016-10-31,0.00,35.0,41.7,48.4,37.1,0.20,4.18
2016-11-01,0.00,41.6,48.2,54.8,46.2,0.14,4.11
2016-11-02,0.00,41.5,53.0,64.5,42.5,0.11,11.64
2016-11-03,0.00,41.2,49.9,58.5,43.8,0.08,6.43
2016-11-04,0.00,32.2,46.3,60.4,39.1,0.18,8.73
2016-11-05,0.00,35.4,48.7,62.0,40.7,0.04,9.69
2016-11-06,0.00,35.2,51.8,68.4,40.5,0.22,14.60
2016-11-07,0.00,36.2,52.1,68.1,42.3,0.19,13.17
2016-11-08,0.04,39.0,49.4,59.7,42.4,0.33,8.65
2016-11-09,0.00,29.7,41.8,53.9,33.7,0.34,7.03
2016-11-10,0.00,30.6,43.0,55.4,32.6,0.39,8.87
2016-11-11,0.00,39.6,50.7,61.8,35.7,1.76,10.23
2016-11-12,0.00,25.3,36.0,46.8,24.7,0.25,6.53
2016-11-13,0.00,29.6,39.7,49.8,30.5,0.63,6.46
2016-11-14,0.00,34.1,46.8,59.5,33.8,0.49,10.96
2016-11-15,0.00,35.6,47.0,58.4,39.9,0.33,7.77
2016-11-16,0.00,32.2,41.2,50.2,38.7,0.07,3.34
2016-11-17,0.00,34.9,43.8,52.7,39.5,0.02,5.55
2016-11-18,0.00,43.1,51.0,58.9,45.5,0.20,6.44
2016-11-19,0.06,27.4,45.6,63.9,37.1,0.11,9.26
2016-11-20,0.00,21.3,25.9,30.5,15.6,0.98,2.51
2016-11-21,0.00,20.5,24.9,29.2,15.9,0.61,2.37
2016-11-22,0.02,18.9,26.5,34.1,14.9,0.37,3.90
2016-11-23,0.24,21.6,27.8,34.1,25.9,0.07,2.27
2016-11-24,0.22,32.2,33.0,33.7,33.0,0.00,0.14
2016-11-25,0.02,31.9,33.0,34.1,32.6,0.05,0.44
2016-11-26,0.00,31.5,32.8,34.0,31.1,0.12,1.07
2016-11-27,0.00,24.8,33.9,42.9,30.5,0.03,2.60
2016-11-28,0.66,25.9,32.8,39.8,32.9,0.04,0.63
2016-11-29,0.88,36.5,40.6,44.6,40.6,0.03,1.30
2016-11-30,0.00,33.7,36.2,38.7,31.2,0.55,2.04
2016-12-01,0.04,33.7,35.3,37.0,33.0,0.05,1.21
2016-12-02,0.00,28.9,33.1,37.4,28.2,0.16,1.87
2016-12-03,0.00,28.2,29.9,31.5,23.8,0.89,1.61
2016-12-04,0.00,26.8,27.9,29.0,22.3,0.60,1.53
2016-12-05,0.35,27.1,30.0,33.0,29.0,0.04,0.83
2016-12-06,0.00,30.0,31.6,33.2,30.2,0.13,0.66
2016-12-07,0.08,17.1,24.0,31.0,19.5,0.08,1.54
2016-12-08,0.00,14.0,17.1,20.1,11.4,0.44,1.09
2016-12-09,0.00,14.2,19.6,25.1,14.3,0.44,1.47
2016-12-10,0.00,10.6,14.7,18.8,7.6,0.43,1.36
2016-12-11,0.15,10.1,11.8,13.5,5.2,0.27,1.02
2016-12-12,0.13,13.0,17.1,21.3,15.3,0.19,0.63
2016-12-13,0.00,-1.3,8.2,17.7,7.5,0.19,0.75
2016-12-14,0.00,-5.1,1.1,7.3,-5.5,0.21,0.93
2016-12-15,0.00,-8.4,-0.9,6.6,-9.1,0.25,0.96
2016-12-16,0.00,-8.9,-1.8,5.3,-8.2,0.24,0.77
2016-12-17,0.38,4.1,8.2,12.2,6.6,0.23,0.54
2016-12-18,0.06,-12.1,2.0,16.1,1.7,0.16,0.86
2016-12-19,0.00,-15.4,-10.3,-5.3,-17.7,0.16,0.52
2016-12-20,0.00,-10.4,3.7,17.8,2.2,0.15,1.32
2016-12-21,0.00,18.9,27.8,36.6,18.9,0.40,3.27
2016-12-22,0.03,23.2,28.9,34.5,24.2,0.36,2.25
2016-12-23,0.00,19.6,27.4,35.2,19.3,0.31,3.09
2016-12-24,0.29,21.7,26.9,32.2,26.9,0.03,2.07
2016-12-25,0.00,28.6,31.3,33.9,29.4,0.21,1.22
2016-12-26,0.95,25.9,31.8,37.8,30.0,0.02,0.65
2016-12-27,0.00,15.4,27.3,39.2,16.8,0.19,2.80
2016-12-28,0.00,15.5,16.8,18.2,11.2,0.28,0.96
2016-12-29,0.00,17.1,25.1,33.1,22.1,0.29,1.86
2016-12-30,0.00,15.2,21.6,27.9,17.0,0.55,1.73
2016-12-31,0.08,12.4,18.6,24.8,14.4,0.23,1.30
2017-01-01,0.01,15.0,20.0,25.1,15.2,0.36,1.38
2017-01-02,0.00,15.4,21.4,27.4,17.7,0.38,1.69
2017-01-03,0.19,26.1,29.0,31.9,27.6,0.05,1.27
2017-01-04,0.00,-1.3,14.9,31.0,12.4,0.03,1.12
2017-01-05,0.00,-12.2,-5.6,1.0,-11.7,0.18,0.59
2017-01-06,0.00,-14.5,-9.2,-3.9,-15.9,0.16,0.50
2017-01-07,0.00,-15.8,-8.5,-1.2,-14.7,0.14,0.52
2017-01-08,0.00,-12.9,-3.7,5.4,-10.1,0.16,0.94
2017-01-09,0.03,-9.9,1.1,12.1,-0.4,0.15,1.02
2017-01-10,0.31,9.8,17.6,25.5,16.4,0.12,0.77
2017-01-11,0.74,4.5,17.5,30.5,16.0,0.06,0.86
2017-01-12,0.00,5.6,8.0,10.4,3.2,0.32,0.59
2017-01-13,0.00,-7.8,3.0,13.7,-4.2,0.34,1.33
2017-01-14,0.00,-7.6,0.3,8.3,-5.3,0.25,0.82
2017-01-15,0.00,-5.1,7.5,20.1,1.6,0.14,1.71
2017-01-16,0.00,-6.1,9.2,24.6,5.0,0.14,2.01
2017-01-17,0.39,4.3,18.3,32.4,18.3,0.10,2.64
2017-01-18,0.01,27.4,31.5,35.7,31.1,0.02,0.61
2017-01-19,0.00,27.7,33.2,38.6,29.7,0.02,2.16
2017-01-20,0.06,30.3,32.8,35.3,31.4,0.02,0.70
2017-01-21,0.09,31.2,33.1,35.0,33.1,0.00,0.30
2017-01-22,0.02,33.0,34.5,36.0,34.5,0.00,0.06
2017-01-23,0.00,33.0,34.7,36.5,34.6,0.00,0.25
2017-01-24,0.00,32.6,34.2,35.7,33.3,0.02,0.42
2017-01-25,0.05,32.4,33.9,35.5,31.1,0.15,1.34
2017-01-26,0.14,26.7,30.3,33.9,28.0,0.12,1.08
2017-01-27,0.00,21.6,26.2,30.7,21.2,0.41,1.86
2017-01-28,0.00,18.7,22.8,26.9,17.1,0.34,1.63
2017-01-29,0.00,19.6,23.3,27.0,14.8,0.75,2.01
2017-01-30,0.00,2.2,11.2,20.1,5.0,0.26,1.68
2017-01-31,0.25,3.3,10.8,18.2,10.8,0.14,1.27
2017-02-01,0.02,17.2,23.5,29.9,21.3,0.13,1.21
2017-02-02,0.00,0.8,10.7,20.7,2.6,0.24,1.38
2017-02-03,0.00,-2.4,4.2,10.9,-4.5,0.32,1.06
2017-02-04,0.00,-3.1,5.7,14.5,-2.6,0.19,1.42
2017-02-05,0.01,-1.3,12.5,26.4,12.5,0.19,2.01
2017-02-06,0.00,10.8,18.1,25.4,8.8,0.47,2.38
2017-02-07,0.00,9.9,20.8,31.8,18.6,0.15,2.59
2017-02-08,0.02,12.9,21.3,29.7,20.8,0.08,0.86
2017-02-09,0.00,-2.5,5.1,12.8,-2.0,0.35,1.05
2017-02-10,0.00,-3.0,7.0,17.0,-2.3,0.35,1.54
